ID	Europarl_ID	SET	SRC	REF-G	REF-N1	REF-N2	REF-N3	GENDER
798	ep-en-it-10932	Set-N	Also, we cannot demand that European citizens properly implement their environmental policy and not apply this to other countries.	Né possiamo pretendere dai cittadini europei di comportarsi bene nella politica ambientale e poi non applicare questa politica ad altri paesi.	Né possiamo pretendere dalle persone con cittadinanza europea di comportarsi bene nella politica ambientale e poi non applicare questa politica ad altri paesi.	Né possiamo pretendere dalla cittadinanza europea di comportarsi bene nella politica ambientale e poi non applicare questa politica ad altri paesi.	Né possiamo pretendere dalla cittadinanza europea di comportarsi bene nella politica ambientale e poi non applicare questa politica ad altri paesi.	
799	ep-en-it-10953	Set-N	Stage two will take place in December when our colleagues in the Committee on Budgets, but ultimately Parliament as a whole, will have to opt for a sound financial basis for this regulation.	La seconda parte si avrà a dicembre, quando i nostri colleghi della commissione per i bilanci, ma poi alla fine tutto il Parlamento, dovranno scegliere a favore di un adeguato supporto finanziario per questo regolamento.	La seconda parte si avrà a dicembre, quando gli altri membri della commissione per i bilanci, ma poi alla fine tutto il Parlamento, dovranno scegliere a favore di un adeguato supporto finanziario per questo regolamento.	La seconda parte si avrà a dicembre, le figure nostre omologhe attualmente nella commissione per i bilanci, ma poi alla fine tutto il Parlamento, dovranno scegliere a favore di un adeguato supporto finanziario per questo regolamento.	La seconda parte si avrà a dicembre, quando le persone nostre omologhe della commissione per i bilanci, ma poi alla fine tutto il Parlamento, dovranno scegliere a favore di un adeguato supporto finanziario per questo regolamento.	
801	ep-en-it-11075	Set-N	However, the fact remains that this issue falls within the remit of the United Nations Organisation and the Special Envoy of its Secretary-General, whose perseverance in this complex matter must be supported.	La questione resta peraltro di competenza delle Nazioni Unite e dell'inviato personale del Segretario generale, di cui merita supporto la costanza in materia.	La questione resta peraltro di competenza delle Nazioni Unite e della persona designata corrispondente della Segreteria generale, di cui merita supporto la costanza in materia.	La questione resta peraltro di competenza delle Nazioni Unite e di chi fa da portavoce personale di chi dirige la Segreteria generale, di cui merita supporto la costanza in materia.	La questione resta peraltro di competenza delle Nazioni Unite e della figura personalmente inviata dal Segretariato generale, di cui merita supporto la costanza in materia.	
802	ep-en-it-1108	Set-N	Personally, I remain convinced that, in the debate on the date of the first accessions, the European Union must avoid, with very great respect to the European Parliament, trying to make an impact so often.	Personalmente, sono convinto che nelle discussioni sulla data delle prime adesioni l'Unione debba evitare la moltiplicazione degli annunci ad effetto, e con tutto il rispetto dovuto ciò vale anche per il Parlamento europeo.	Personalmente, ritengo che nelle discussioni sulla data delle prime adesioni l'Unione debba evitare la moltiplicazione degli annunci ad effetto, e con tutto il rispetto dovuto ciò vale anche per il Parlamento europeo.	Personalmente, ritengo con convinzione che nelle discussioni sulla data delle prime adesioni l'Unione debba evitare la moltiplicazione degli annunci ad effetto, e con tutto il rispetto dovuto ciò vale anche per il Parlamento europeo.	Personalmente, resto della convinzione che nelle discussioni sulla data delle prime adesioni l'Unione debba evitare la moltiplicazione degli annunci ad effetto, e con tutto il rispetto dovuto ciò vale anche per il Parlamento europeo.	
803	ep-en-it-11085	Set-N	As a result, Morocco dispatched its Minister for Foreign Affairs and Cooperation to New York on 26 October to attend a private meeting with the Security Council after a similar meeting was held with the Secretary-General of the Polisario Front on 19 October.	Il Marocco ha quindi inviato il proprio Ministro per gli affari esteri e la cooperazione a New York il 26 ottobre, affinché fosse sentito in seduta privata dal Consiglio di sicurezza, dopo l'audizione del Segretario generale del Polisario del 19 ottobre.	Il Marocco ha quindi inviato il membro del Ministero per gli affari esteri e la cooperazione a New York il 26 ottobre, affinché partecipasse a una seduta privata con il Consiglio di sicurezza, dopo l'audizione della Segreteria generale del Polisario del 19 ottobre.	Il Marocco ha quindi inviato la figura titolare del Ministero per gli affari esteri e la cooperazione a New York il 26 ottobre, per un'udienza in seduta privata da parte del Consiglio di sicurezza, dopo l'audizione della Segreteria generale del Polisario del 19 ottobre.	Il Marocco ha quindi inviato la persona titolare del dicastero per gli affari esteri e la cooperazione a New York il 26 ottobre, affinché fosse sentita in seduta privata dal Consiglio di sicurezza, dopo l'audizione della persona a capo della Segreteria generale del Polisario del 19 ottobre.	
804	ep-en-it-11123	Set-N	Some Member States now seem to be confusing asylum-seekers and illegal immigrants.	Alcuni Stati membri sembrano confondere i richiedenti asilo e gli immigrati clandestini.	Alcuni Stati membri sembrano confondere le persone richiedenti asilo e quelle immigrate clandestine.	Alcuni Stati membri sembrano confondere chi richiede asilo e chi immigra clandestinamente.	Alcuni Stati membri sembrano confondere coloro che chiedono asilo con le persone immigrate clandestinamente.	
805	ep-en-it-1119	Set-N	I am quite ready, of course, to follow the very important debate we are all involved in here today.	Sono pronto, naturalmente, a seguire l'importantissima discussione che oggi ci vede qui riuniti.	Sono disponibile, naturalmente, a seguire l'importantissima discussione che ci riguarda quest'oggi.	Sono più che disponibile, naturalmente, a seguire l'importantissima discussione per cui abbiamo indetto questa riunione.	Sono naturalmente disponibile a seguire l'importantissima discussione a cui lavoreremo oggi.	
807	ep-en-it-1127	Set-N	We as politicians must take possession of this debate and not simply leave it to the bureaucracies, for though it is indispensable to discuss the details of the acquis, this is not sufficient to engage the public.	Noi politici dobbiamo entrare a pieno titolo in questo dibattito e non lasciarlo esclusivamente alle burocrazie. Benché sia indispensabile un esame dettagliato dell'acquis, infatti, questo non basta a suscitare la partecipazione del pubblico.	In quanto figure politiche dobbiamo entrare a pieno titolo in questo dibattito e non lasciarlo esclusivamente alle burocrazie. Benché sia indispensabile un esame dettagliato dell'acquis, infatti, questo non basta a suscitare la partecipazione del pubblico.	Noi che ci occupiamo professionalmente di politica dobbiamo entrare a pieno titolo in questo dibattito e non lasciarlo esclusivamente alle burocrazie. Benché sia indispensabile un esame dettagliato dell'acquis, infatti, questo non basta a suscitare la partecipazione del pubblico.	In qualità di figure politiche, dobbiamo entrare a pieno titolo in questo dibattito e non lasciarlo esclusivamente alle burocrazie. Benché sia indispensabile un esame dettagliato dell'acquis, infatti, questo non basta a suscitare la partecipazione del pubblico.	
808	ep-en-it-11289	Set-N	The previous speaker spoke of a sort of Marshall plan for this region and rightly so, I think.	L'oratore che mi ha preceduto ha parlato di una sorta di piano Marshall per questa regione.	La persona che è intervenuta prima di me ha parlato di una sorta di piano Marshall per questa regione.	Chi ha parlato prima di me ha citato di una sorta di piano Marshall per questa regione.	L'allocuzione della persona che mi ha preceduto ha evocato una sorta di piano Marshall per questa regione.	
809	ep-en-it-11304	Set-N	My second comment is that the previous speakers complained that the European Union pays, but the US is listened to.	In secondo luogo, gli oratori che mi hanno preceduto hanno lamentato il fatto che l'Unione europea paga, mentre l'America si fa sentire.	In secondo luogo, le persone che sono intervenute prima di me hanno lamentato il fatto che l'Unione europea paga, mentre l'America si fa sentire.	In secondo luogo, le persone che mi hanno preceduto negli interventi hanno lamentato il fatto che l'Unione europea paga, mentre l'America si fa sentire.	In secondo luogo, le persone che mi hanno preceduto nelle loro allocuzioni hanno lamentato il fatto che l'Unione europea paga, mentre l'America si fa sentire.	
810	ep-en-it-11350	Set-N	In addition to adopting three important documents, the leaders of the summit actively engaged in discussion of sensitive issues like human rights, the South China Sea, East Timor and Burma.	Oltre ad adottare tre importanti documenti, i leader che hanno preso parte al vertice sono stati impegnati attivamente nel discutere questioni delicate quali i diritti dell'uomo, il mare della Cina meridionale, Timor Est e la Birmania.	Oltre ad adottare tre importanti documenti, i vertici che hanno preso parte al summit sono stati impegnati attivamente nel discutere questioni delicate quali i diritti dell'essere umano, il mare della Cina meridionale, Timor Est e la Birmania.	Oltre ad adottare tre importanti documenti, le figure leader che hanno preso parte al vertice sono state impegnate attivamente nel discutere questioni delicate quali i diritti degli esseri umani, il mare della Cina meridionale, Timor Est e la Birmania.	Oltre ad adottare tre importanti documenti, nel corso del vertice si è discusso attivamente di questioni delicate come i diritti umani, il mare della Cina meridionale, Timor Est e la Birmania.	
811	ep-en-it-11353	Set-N	Leaders agreed to an expanded and updated Asia-Europe cooperation framework 2000 which forms the work programme for the coming decade.	I leader hanno approvato per il 2000 un quadro di cooperazione tra Europa e Asia più ampio e aggiornato, che rappresenta il programma di lavoro per il prossimo decennio.	I vertici hanno approvato per il 2000 un quadro di cooperazione tra Europa e Asia più ampio e aggiornato, che rappresenta il programma di lavoro per il prossimo decennio.	Le figure leader hanno approvato per il 2000 un quadro di cooperazione tra Europa e Asia più ampio e aggiornato, che rappresenta il programma di lavoro per il prossimo decennio.	I vertici degli Stati membri hanno approvato per il 2000 un quadro di cooperazione tra Europa e Asia più ampio e aggiornato, che rappresenta il programma di lavoro per il prossimo decennio.	
812	ep-en-it-11357	Set-N	No specific candidates were discussed at ASEM III.	Nel contesto dell'ASEM III non si è tuttavia discusso di nessun candidato in particolare.	Nel contesto dell'ASEM III non si è tuttavia discusso di concorrenti in particolare.	Nel contesto dell'ASEM III non si è tuttavia discusso di nessuna persona candidata in particolare.	Nel contesto dell'ASEM III non si è tuttavia discusso di nessun profilo particolare tra quelli candidati.	
813	ep-en-it-11359	Set-N	Leaders also confirmed the preparation of voluntary annual reports on the status of efforts to overcome barriers to trade as identified under the trade facilitation action plan.	I leader hanno altresì confermato l'impegno a preparare volontariamente delle relazioni annuali che diano conto degli sforzi compiuti al fine di superare le barriere al commercio individuate nel relativo piano d'azione.	I vertici hanno altresì confermato l'impegno a preparare volontariamente delle relazioni annuali che diano conto degli sforzi compiuti al fine di superare le barriere al commercio individuate nel relativo piano d'azione.	Le figure leader anno altresì confermato l'impegno a preparare volontariamente delle relazioni annuali che diano conto degli sforzi compiuti al fine di superare le barriere al commercio individuate nel relativo piano d'azione.	I vertici degli Stati membri hanno altresì confermato l'impegno a preparare volontariamente delle relazioni annuali che diano conto degli sforzi compiuti al fine di superare le barriere al commercio individuate nel relativo piano d'azione.	
814	ep-en-it-11361	Set-N	In the social and cultural field, leaders recognised the vital importance of better educational links with specific initiatives for promoting mutual awareness, including an enhancement of inter-university cooperation and electronic networking between schools.	Sul piano sociale e culturale i leader hanno constatato l'assoluta necessità di creare specifiche iniziative a carattere didattico finalizzate alla promozione di una coscienza comune, tra cui una più intensa cooperazione tra gli ambienti accademici e il collegamento elettronico tra gli istituti scolastici.	Sul piano sociale e culturale i vertici hanno constatato l'assoluta necessità di creare specifiche iniziative a carattere didattico finalizzate alla promozione di una coscienza comune, tra cui una più intensa cooperazione tra gli ambienti accademici e il collegamento elettronico tra gli istituti scolastici.	Sul piano sociale e culturale le figure leader hanno constatato l'assoluta necessità di creare specifiche iniziative a carattere didattico finalizzate alla promozione di una coscienza comune, tra cui una più intensa cooperazione tra gli ambienti accademici e il collegamento elettronico tra gli istituti scolastici.	Sul piano sociale e culturale le alte autorità hanno constatato l'assoluta necessità di creare specifiche iniziative a carattere didattico finalizzate alla promozione di una coscienza comune, tra cui una più intensa cooperazione tra gli ambienti accademici e il collegamento elettronico tra gli istituti scolastici.	
815	ep-en-it-11366	Set-N	Finally, leaders agreed to encourage an intensification of contacts among parliamentarians as set out in the cooperation framework.	I leader hanno infine convenuto sulla necessità di favorire contatti più intensi tra parlamentari, come stabilito nel quadro di cooperazione.	I vertici hanno infine convenuto sulla necessità di favorire contatti più intensi tra parlamentari, come stabilito nel quadro di cooperazione.	Le figure leader hanno infine convenuto sulla necessità di favorire contatti più intensi tra parlamentari, come stabilito nel quadro di cooperazione.	Gli alti vertici hanno infine convenuto sulla necessità di favorire contatti più intensi tra parlamentari, come stabilito nel quadro di cooperazione.	
816	ep-en-it-11374	Set-N	I only wish that both this House and many of your colleagues in the Commission would see the importance of Asia's relations with Europe from the right perspective, and that includes the Union's fisheries policy.	Sarebbe auspicabile che questo Parlamento e alcuni suoi colleghi della Commissione riconoscessero la rilevanza dei rapporti tra Asia e Europa e li ponessero giustamente in relazione anche con la politica della pesca dell'Unione europea.	Sarebbe auspicabile che questo Parlamento e alcuni membri della Commissione riconoscessero la rilevanza dei rapporti tra Asia e Europa e li ponessero giustamente in relazione anche con la politica della pesca dell'Unione europe.	Sarebbe auspicabile che questo Parlamento e alcune figure sue omologhe della Commissione riconoscessero la rilevanza dei rapporti tra Asia e Europa e li ponessero giustamente in relazione anche con la politica della pesca dell'Unione europe.	Sarebbe auspicabile che questo Parlamento e alcune delle persone nostre omologhe in Commissione riconoscessero la rilevanza dei rapporti tra Asia e Europa e li ponessero giustamente in relazione anche con la politica della pesca dell'Unione europe.	
817	ep-en-it-11442	Set-N	For the sake of the environment, and fishermen, we must aim to achieve sustainable management of fish resources.	Nell'interesse dell'ambiente, ma anche dei pescatori, dobbiamo mirare ad assicurare uno sfruttamento sostenibile delle risorse della pesca.	Nell'interesse dell'ambiente, ma anche delle persone che lavorano nel settore della pesca, dobbiamo mirare ad assicurare uno sfruttamento sostenibile delle risorse della pesca.	Nell'interesse dell'ambiente, ma anche di chi svolge attività di pesca, dobbiamo mirare ad assicurare uno sfruttamento sostenibile delle risorse della pesca.	Nell'interesse dell'ambiente, ma anche delle persone operanti nel settore della pesca, dobbiamo mirare ad assicurare uno sfruttamento sostenibile delle risorse ittiche.	
818	ep-en-it-11460	Set-N	It has also been the source of tremendous disagreement between the fishermen, on one hand, and the scientists, on the other.	Tale questione è stata peraltro fonte di aspri disaccordi tra pescatori, da una parte, ed esperti scientifici, dall'altra.	Tale questione è stata peraltro fonte di aspri disaccordi tra le persone lavorano nel settore della pesca, da una parte, e i membri della comunità scientifica, dall'altra.	Tale questione è stata peraltro fonte di aspri disaccordi tra chi svolge attività di pesca, da una parte, e chi si occupa di scienza, dall'altra.	Tale questione è stata peraltro fonte di aspri disaccordi tra l'ambiente della pesca, da una parte, e la comunità scientifica, dall'altra.	
819	ep-en-it-11461	Set-N	To some extent, those of us who are politicians find ourselves in the middle.	In certa misura quelli di noi che sono politici si trovano in una posizione intermedia.	In certa misura chi di noi si occupa di politica si trova in una posizione intermedia.	In certa misura chi di noi svolge attività politica si trova in una posizione intermedia.	In una certa misura chi di noi si occupa di politica si trova in una posizione intermedia.	
820	ep-en-it-11462	Set-N	We are neither fishermen nor scientists and we try to find the way and the truth between what both are saying to us.	Non siamo né pescatori né scienziati e cerchiamo di trovare la via e la verità tra ciò che le due parti ci riferiscono.	Non siamo né persone che lavorano nel settore della pesca né membri della comunità scientifica e cerchiamo di trovare la via e la verità tra ciò che le due parti ci riferiscono.	Non ci dedichiamo alla pesca né alla scienza e cerchiamo di trovare la via e la verità tra ciò che le due parti ci riferiscono.	Non ci occupiamo né di pesca né di scienza ma cerchiamo di trovare la via e la verità tra ciò che le due parti ci riferiscono.	
821	ep-en-it-11475	Set-N	I agree with all of you who have said that we need more regional fisheries organisations and I agree with our colleague and other speakers that the Commission has a role to play in these regional fisheries organisations.	Concordo con tutti coloro che affermano la necessità di più organizzazioni regionali e condivido anche il parere del collega e di chi afferma che la Commissione deve svolgere un ruolo adeguato al loro interno.	Concordo con coloro che affermano la necessità di più organizzazioni regionali e condivido anche il parere dell'onorevole collega e di chi afferma che la Commissione deve svolgere un ruolo adeguato al loro interno.	Concordo con chiunque affermi la necessità di più organizzazioni regionali e condivido anche il parere dell'onorevole collega e di chi afferma che la Commissione deve svolgere un ruolo adeguato al loro interno.	Concordo con tutte le parti che affermano la necessità di più organizzazioni regionali e condivido anche il parere dell'onorevole collega e di chi afferma che la Commissione deve svolgere un ruolo adeguato al loro interno.	
822	ep-en-it-11591	Set-N	Then there is the question of including specialist breeders in the proposed system, as stated in proposed Amendments Nos 7 and 13.	Vengo ora alla partecipazione al sistema degli allevatori specializzati nella produzione di lattonzoli, proposta dagli emendamenti numero 7 e 13.	Vengo ora alla partecipazione al sistema delle persone che operano nel campo dell'allevamento, in particolare nella produzione di lattonzoli, proposta dagli emendamenti nn. 7 e 13.	Vengo ora alla partecipazione al sistema di chi nel settore allevamento ha una specializzazione nella produzione di lattonzoli, proposta dagli emendamenti nn. 7 e 13.	Vengo ora alla partecipazione al sistema delle persone dedite all'allevamento specializzato nella produzione di lattonzoli, proposta dagli emendamenti nn. 7 e 13 proposti.	
823	ep-en-it-116	Set-N	I ask you, therefore, to press the Commission to bring forward regulations as quickly as possible to give citizens the same rights as those that carry goods, in the event of them being prevented from enjoying the free movement to which they are entitled.	Vi chiedo pertanto di esercitare pressioni sulla Commissione affinché presenti quanto prima proposte di regolamento volte ad assicurare ai cittadini gli stessi diritti di coloro che trasportano merci, nel caso in cui sia loro impedito di esercitare la libertà di circolazione a cui hanno diritto.	Vi chiedo pertanto di esercitare pressioni sulla Commissione affinché presenti quanto prima proposte di regolamento volte ad assicurare alla cittadinanza gli stessi diritti di coloro che trasportano merci, nel caso in cui sia loro impedito di esercitare la libertà di circolazione a cui hanno diritto.	Vi chiedo pertanto di esercitare pressioni sulla Commissione affinché presenti quanto prima proposte di regolamento volte ad assicurare alla cittadinanza gli stessi diritti di coloro che trasportano merci, nel caso in cui sia loro impedito di esercitare la libertà di circolazione a cui hanno diritto.	Vi chiedo pertanto di esercitare pressioni sulla Commissione affinché presenti quanto prima proposte di regolamento volte ad assicurare alla totalità della popolazione gli stessi diritti di coloro che trasportano merci, nel caso in cui le si dovesse impedire di esercitare la libertà di circolazione a cui ha diritto.	
824	ep-en-it-11637	Set-N	I would like to see more rigour here, so that we can really tell the European public that their money is being properly administered.	Le chiedo maggior rigore, affinché si possa dire ai cittadini europei che il loro denaro è ben amministrato.	Le chiedo maggior rigore, affinché si possa dire alle persone con cittadinanza europea che il loro denaro è ben amministrato.	Le chiedo maggior rigore, affinché si possa dire a ogni appartenente alla cittadinanza europea che il suo denaro è ben amministrato.	Le chiedo maggior rigore, affinché si possa dire alla cittadinanza europea che il suo denaro è ben amministrato.	
825	ep-en-it-11666	Set-N	We can also make a start on assessing the Commissioners and giving them marks according to how good they are.	Possiamo anche iniziare a valutare i commissari e dare loro dei voti in funzione del rendimento.	Possiamo anche iniziare a valutare i membri della Commissione e dare loro dei voti in funzione del rendimento.	Possiamo anche iniziare a valutare le figure esponenti della commissione e dare loro dei voti in funzione del rendimento.	Possiamo anche iniziare a valutare i membri della commissione e dare loro dei voti in funzione del rendimento.	
826	ep-en-it-11681	Set-N	I also call upon the Ministers, Heads of State and Government to endorse the proposal for a European Public Ministry at the Nice Summit.	Inoltre esorto i ministri, i Capi di stato e di governo ad approvare a Nizza la proposta di istituire una procura europea.	Inoltre esorto i membri dei Ministeri, i vertici di stato e di governo ad approvare a Nizza la proposta di istituire una procura europea.	Inoltre esorto le figure titolari di ministeri, a capo di uno stato o di un governo ad approvare a Nizza la proposta di istituire una procura europea.	Inoltre esorto le persone a capo dei diversi dicasteri, degli Stati e dei governi ad approvare a Nizza la proposta di istituire una procura europea.	
827	ep-en-it-11682	Set-N	I, along with all my colleagues, wish to welcome this annual report which is presented to us in a spirit of constructiveness.	Insieme a tutti i miei colleghi, desidero esprimere il mio compiacimento per questa relazione annuale, che viene presentata con spirito costruttivo.	Insieme agli altri membri, desidero esprimere il mio compiacimento per questa relazione annuale, che viene presentata con spirito costruttivo.	Insieme a ogni collega, desidero esprimere il mio compiacimento per questa relazione annuale, che viene presentata con spirito costruttivo.	Insieme a tutte le persone con cui lavoro, desidero esprimere il mio compiacimento per questa relazione annuale, che viene presentata con spirito costruttivo.	
828	ep-en-it-11688	Set-N	We should remind ourselves that the EU resources come directly or indirectly from European citizens.	Dovremmo ricordarci che le risorse dell'Unione provengono direttamente o indirettamente dai cittadini europei.	Dovremmo ricordarci che le risorse dell'Unione provengono direttamente o indirettamente dalle persone con cittadinanza europea.	Dovremmo ricordarci che le risorse dell'Unione provengono direttamente o indirettamente dalla cittadinanza europea.	Dovremmo ricordarci che le risorse dell'Unione provengono direttamente o indirettamente dalle popolazioni europee.	
917	ep-en-it-14286	Set-N	The political, military and religious leaders must pull out all the stops to make national reconciliation possible.	I leader politici, militari e religiosi devono impegnarsi con ogni mezzo a favore della riconciliazione nazionale.	I vertici politici, militari e religiosi devono impegnarsi con ogni mezzo a favore della riconciliazione nazionale.	Le autorità poliche, militari e religiose devono impegnarsi con ogni mezzo a favore della riconciliazione nazionale.	I capi politici, militari e religiosi devono impegnarsi con ogni mezzo a favore della riconciliazione nazionale.	
918	ep-en-it-14287	Set-N	What is needed is a constitution which guarantees the rights of the citizens and the political parties and rules out abuse of power.	Dovrà essere approvata una carta costituzionale che garantisca i diritti dei cittadini e dei partiti politici ed escluda ogni forma di abuso di potere.	Dovrà essere approvata una carta costituzionale che garantisca i diritti delle persone che risiedono nel Paese e dei partiti politici ed escluda ogni forma di abuso di potere.	Dovrà essere approvata una carta costituzionale che garantisca i diritti della cittadinanza e dei partiti politici ed escluda ogni forma di abuso di potere.	Dovrà essere approvata una carta costituzionale che garantisca i diritti della cittadinanza e dei partiti politici ed escluda ogni forma di abuso di potere.	
919	ep-en-it-14331	Set-N	The European Community will provide financial support for these elections to be held, and we will also cooperate by providing some one hundred observers.	La Comunità europea sosterrà finanziariamente l'organizzazione di questo scrutinio e invierà un centinaio di osservatori.	La Comunità europea sosterrà finanziariamente l'organizzazione di questo scrutinio e invierà un centinaio di persone incaricate di assistere alle assemblee.	La Comunità europea sosterrà finanziariamente l'organizzazione di questo scrutinio e invierà un centinaio di persone addette all'osservazione.	La Comunità europea sosterrà finanziariamente l'organizzazione di questo scrutinio e invierà un centinaio di persone responsabili della supervisione.	
920	ep-en-it-14342	Set-N	The number of political prisoners appears to have risen from 1,500 to 3,000 very recently, many of whom are forced to carry out hard labour and are subject to cruel forms of torture.	A quanto ci risulta, il numero dei prigionieri politici è recentemente passato da 1500 a 3000 e molti di essi sono stati mandati ai lavori forzati e subiscono crudeli torture.	A quanto ci risulta, il numero delle persone incarcerate per questioni politiche è recentemente passato da 1500 a 3000 e molte di queste sono state mandate ai lavori forzati e subiscono crudeli torture.	A quanto ci risulta, il numero di persone imprigionate per motivi politici è recentemente passato da 1500 a 3000 e una gran parte di loro è stata mandata ai lavori forzati e subiscono crudeli torture.	A quanto ci risulta, il numero delle persone detenute per reati politici è recentemente passato da 1500 a 3000 e molte di loro sono state mandate ai lavori forzati e subiscono crudeli torture.	
921	ep-en-it-14350	Set-N	In any case, I would not trust our own ministers to raise the matter there.	D'altro canto, non confido nella capacità dei nostri Ministri di trovare una soluzione alla questione.	D'altro canto, non confido nella capacità dei membri dei nostri Ministeri di trovare una soluzione alla questione.	D'altro canto, non confido nella capacità dei nostri Ministeri di trovare una soluzione alla questione.	D'altro canto, non confido nella capacità delle nostre cariche ministeriali di trovare una soluzione alla questione.	
922	ep-en-it-14373	Set-N	Large numbers are under arrest or are being harassed, and attempts have been made to close down their offices in Burma.	Molti di essi sono stati arrestati o vengono perseguitati; si è anche tentato di chiudere le sedi del partito in Birmania.	Molte persone sono state arrestate o vengono perseguitate; si è anche tentato di chiudere le sedi del partito in Birmania.	Una gran parte di loro è stata arrestata o è perseguitata; si è anche tentato di chiudere le sedi del partito in Birmania.	La maggioranza di loro è stata arrestata o viene perseguitata; si è anche tentato di chiudere le sedi del partito in Birmania.	
923	ep-en-it-14384	Set-N	You feel like telling those old leaders to open the door and success will flood in.	Si è quasi tentati di invitare questi anziani leader ad aprire la porta e a lasciare entrare il successo.	Si ha la tentazione di invitare questi leader in età avenzata che ricoprono posizioni di rilievo ad aprire la porta e a lasciare entrare il successo.	C'è quasi la tentazione di invitare queste anziane autorità ad aprire la porta e a lasciare entrare il successo.	Viene quasi la tentazione di invitare tali leader in età avanzata ad aprire la porta e a lasciare entrare il successo.	
924	ep-en-it-14409	Set-N	I agree in many important respects with the previous speakers, because much of what is happening in Vietnam today is unacceptable.	Posso condividere in molti punti essenziali gli interventi degli oratori che mi ha hanno preceduto, poiché ciò che sta succedendo in Vietnam è in buona parte inaccettabile.	Posso condividere in molti punti essenziali gli interventi delle persone che mi hanno preceduto, poiché ciò che sta succedendo in Vietnam è in buona parte inaccettabile.	Posso condividere in molti punti essenziali gli interventi di chi ha parlato prima, poiché ciò che sta succedendo in Vietnam è in buona parte inaccettabile.	Posso condividere in molti punti essenziali gli interventi di coloro che hanno parlato prima di me, poiché ciò che sta succedendo in Vietnam è in buona parte inaccettabile.	
925	ep-en-it-14424	Set-N	Tens of thousands of political prisoners have been released.	Decine di migliaia di prigionieri politici sono stati rilasciati.	Decine di migliaia di persone incarcerate per motivi politici sono state rilasciate.	Decine di migliaia di persone imprigionate per motivi politici sono state rilasciate.	Decine di migliaia di individui detenuti per motivi politici sono stati rilasciati.	
926	ep-en-it-14437	Set-N	What is telling about this is the promotion of a district official whose fury has driven hundreds of Christians to take flight.	Esemplificativo è il caso della promozione di un funzionario distrettuale, la cui collera ha provocato la fuga di centinaia di cristiani.	Esemplificativo è il caso della promozione di un individuo incaricato di rappresentare un ente distrettuale, la cui collera ha provocato la fuga di centinaia di persone di religione cristiana.	Esemplificativo è il caso della promozione di una figura funzionaria distrettuale, la cui collera ha provocato la fuga di centinaia di persone cristiane.	Esemplificativo è il caso della promozione di una figura funzionaria distrettuale, la cui collera ha provocato la fuga di centinaia di individui cristiani.	
927	ep-en-it-14549	Set-N	I would urge caution on all colleagues in all of the committees and groups who choose now progressively to undermine the dignity and substance of the work of this House.	Mi appello ai colleghi di tutte le commissioni e dei diversi gruppi, chiedendo loro di essere estremamente cauti allorché, giorno dopo giorno, decidono di pregiudicare la dignità e la sostanza del lavoro di quest'Assemblea.	Mi appello ai membri di tutte le commissioni e dei diversi gruppi, chiedendo loro di essere estremamente cauti allorché, giorno dopo giorno, decidono di pregiudicare la dignità e la sostanza del lavoro di quest'Assemblea.	Mi appello a ogni collega di tutte le commissioni e dei diversi gruppi, chiedendo loro di avere estrema cautela allorché, giorno dopo giorno, decidono di pregiudicare la dignità e la sostanza del lavoro di quest'Assemblea.	Mi appello a ogni collega di tutte le commissioni e dei diversi gruppi, chiedendo loro di prestare estreama cuatela allorché, giorno dopo giorno, decidono di pregiudicare la dignità e la sostanza del lavoro di quest'Assemblea.	
928	ep-en-it-14566	Set-N	For the rest, this opens the door wide to private insurers, on condition only that they do not (from the outset) select the patient and the insurance premiums by type of disease.	Tutto il resto offrirebbe così ampie possibilità agli assicuratori privati alla sola condizione di non selezionare (all'inizio) i malati e i premi di assicurazione in funzione delle patologie.	Tutto il resto offrirebbe così ampie possibilità alle agenzie di assicurazioni private alla sola condizione di non selezionare (all'inizio) le persone malate e i premi di assicurazione in funzione delle patologie.	Tutto il resto offrirebbe così ampie possibilità alle assicurazioni private alla sola condizione di non selezionare (all'inizio) le persone malate e i premi di assicurazione in funzione delle patologie.	Tutto il resto offrirebbe così ampie possibilità alle assicurazioni private alla sola condizione di non selezionare (all'inizio) gli individui malati e i premi di assicurazione in funzione delle patologie.	
930	ep-en-it-14592	Set-N	We should not discriminate against citizens applying to join private health care schemes.	Non dobbiamo discriminare i cittadini che sottoscrivono polizze assicurative private in materia di sanità.	Non dobbiamo discriminare le persone che sottoscrivono polizze assicurative private in materia di sanità.	Tra la cittadinanza, non dobbiamo discriminare coloro che sottoscrivono polizze assicurative private in materia di sanità.	Non dobbiamo discriminare coloro che sottoscrivono polizze assicurative private in materia di sanità.	
