ID	Europarl_ID	SET	SRC	REF-G	REF-N	COMMON	GENDER
1130	ep-en-it-21677	Set-N	Perhaps the French have even resigned themselves to this, if we are to believe the report in a German newspaper on 13 December, according to which President Chirac, in a piece of out-and-out horse-trading, is supposed to have promised the recalcitrant Belgian Prime Minister (who is now being hailed as the hero of Nice) that in future all summit meetings, as well as an additional week of plenary sittings of the European Parliament, would be held in Brussels.	Forse i francesi si sono rassegnati, se corrisponde al vero una notizia pubblicata il 13 dicembre da un quotidiano tedesco secondo cui a Nizza, in seguito ad un vero e proprio mercanteggiamento, il Presidente Chirac avrebbe promesso al riottoso Primo ministro belga (celebrato come il vero eroe di Nizza) che in futuro Bruxelles ospiterà tutti gli incontri al vertice, nonché una sessione plenaria aggiuntiva del Parlamento europeo.	Forse la cittadinanza francese ha gettato la spugna se corrisponde al vero una notizia pubblicata il 13 dicembre da un quotidiano tedesco secondo cui a Nizza, in seguito ad un vero e proprio mercanteggiamento, Chirac, attualmente Premier francese, avrebbe promesso all'irriducibile Premier belga (che gode della fama di reale prode di Nizza) che in futuro Bruxelles ospiterà tutti gli incontri al vertice, nonché una sessione plenaria aggiuntiva del Parlamento europeo.	no	
1131	ep-en-it-21690	Set-N	We, the Swedish and Danish Social Democrats, have today voted in favour of the EU budget for 2001.	Noi socialdemocratici svedesi e danesi abbiamo oggi votato a favore del bilancio generale dell'Unione europea per il 2001.	Noi dei partiti socialdemocratici svedesi e danesi abbiamo oggi votato a favore del bilancio generale dell'Unione europea per il 2001.	no	
1132	ep-en-it-21697	Set-N	We Scandinavian Social Democrats have also succeeded in driving through a proposal for increased support to local and regional cooperation in the Baltic region, which now amounts to EUR 16 million.	Noi socialdemocratici scandinavi siamo riusciti anche a far passare la proposta su un aumento degli aiuti alla cooperazione locale e regionale nell'area del Baltico, che adesso ammontano a 16 milioni di euro.	Noi dei partiti socialdemocratici scandinavi ce l'abbiamo anche fatta a far passare la proposta su un aumento degli aiuti alla cooperazione locale e regionale nell'area del Baltico, che adesso ammontano a 16 milioni di euro.	no	
1133	ep-en-it-21754	Set-N	The situation became even more clear-cut when Christian Democrats and Social Democrats concluded a secret deal on a compromise solution between liberalisation and non-liberalisation which was to be defended jointly by the two groups.	Lo si è visto in modo ancora più chiaro quando i democratici cristiani e i socialdemocratici hanno stretto un accordo segreto su un compromesso, che avrebbero difeso entrambi, fra i servizi da liberalizzare e quelli da non liberalizzare.	Lo si è visto in modo ancora più chiaro quando chi apparteneva ai partiti democratici cristiani e socialdemocratici ha stretto un accordo segreto su un compromesso, che avrebbero difeso ambedue, fra i servizi da liberalizzare e quelli da non liberalizzare.	no	
1134	ep-en-it-21757	Set-N	If the Social Democrat and Christian Democrat compromise had been the main issue from early on in the debate, it would not have received my support, because the drawbacks of any liberalisation outstrip the benefits.	Se il compromesso fra socialdemocratici e democratici cristiani fosse stato fin dall'inizio al centro del dibattito, non avrebbe avuto il mio appoggio, poiché gli svantaggi di ciascuna operazione di liberalizzazione sono superiori ai vantaggi.	Se il compromesso fra chi appartiene ai partiti socialdemocratici e democratici cristiani fosse stato fin dall'inizio al centro del dibattito, non avrebbe avuto il mio appoggio, poiché gli svantaggi di ciascuna operazione di liberalizzazione sono superiori ai vantaggi.	no	
1135	ep-en-it-21791	Set-N	The Danish Social Democrats have today voted against the proposal for a common market arrangement for bananas.	I socialdemocratici danesi oggi hanno votato contro la proposta relativa all'organizzazione comune dei mercati nel settore della banana.	Chi appartiene al partito socialdemocratico danese oggi ha votato contro la proposta relativa all'organizzazione comune dei mercati nel settore della banana.	no	
1136	ep-en-it-21821	Set-N	I welcome this report by my colleague, Neena Gill.	Accolgo con favore la relazione presentata dalla collega, onorevole Neena Gill.	Accolgo con favore la relazione presentata dall'onorevole collega Neena Gil.	no	
1137	ep-en-it-21948	Set-N	And while you are there, ask for a reduction in the price of aeroplane tickets for the elderly pensioners who travel.	E già che ci sei, chiedi di fare una riduzione del biglietto aereo per i pensionati anziani che viaggiano.	E già che ci sei, chiedi di fare una riduzione del biglietto aereo per le persone anziane pensionate che viaggiano.	no	
1138	ep-en-it-21962	Set-N	It goes without saying that citizens must, in any event, be fully informed.	E, comunque sia, è ovvio che i cittadini debbano esserne pienamente informati.	E, comunque sia, è ovvio che la cittadinanza debba esserne pienamente informata.	no	
1139	ep-en-it-2205	Set-N	Extending the European Union, at least in the first stage, to more than 100 million new citizens, will provide new impetus for the development and integration of the European economy as a whole.	L'estensione dell'Unione, almeno in una prima fase, ad oltre 100 milioni di nuovi cittadini imprimerà nuovo slancio allo sviluppo ed all'integrazione dell'economia europea nel suo complesso.	L'estensione dell'Unione, almeno in una prima fase, ad oltre 100 milioni di ulteriori appartenenti alla cittadinanza imprimerà nuovo slancio allo sviluppo ed all'integrazione dell'economia europea nel suo complesso.	no	
1140	ep-en-it-2215	Set-N	That is why I, like several of my fellow Members, do not feel it would be wise to set deadlines.	Per questo motivo, al pari di diversi colleghi, non mi sembra sensato fissare scadenze.	Per questo motivo, al pari di diverse figure mie omologhe, non mi sembra sensato fissare scadenze.	no	
1141	ep-en-it-22220	Set-N	And I would humbly like to advise my Spanish Socialist compatriots to be guided by the general interest.	Ai compatrioti socialisti spagnoli mi permetto di consigliare umilmente che si facciano guidare dall'interesse generale.	A chi nella mia patria si riconosce nella linea del partito socialista spagnolo mi permetto di consigliare umilmente che si facciano guidare dall'interesse generale.	no	
1142	ep-en-it-22261	Set-N	I too would like to extend my deepest sympathy to our Spanish colleagues in the face of the latest terrorist murder by ETA.	Anch'io vorrei esprimere la mia più profonda solidarietà ai nostri colleghi spagnoli per l'ennesimo assassinio commesso dai terroristi dell'ETA.	Anch'io vorrei esprimere la mia più profonda solidarietà alle figure nostre omologhe in Spagna per l'ennesimo assassinio terroristico dell'ETA.	no	
1143	ep-en-it-22283	Set-N	My colleagues and I extend our deepest condolences to the family of the victim of the senseless ETA terrorism in Spain.	Assieme ai miei colleghi voglio porgere le nostre più sincere condoglianze alla famiglia della vittima dell'assurdo attentato terroristico perpetrato in Spagna dall'ETA.	Io e ogni collega vogliamo porgere le nostre più sincere condoglianze alla famiglia della vittima dell'assurdo attentato terroristico perpetrato in Spagna dall'ETA.	no	
1144	ep-en-it-22284	Set-N	As one of the six MEPs nominated to represent Gibraltar until direct elections are held in four years time, it has been partly my responsibility to liaise with the Gibraltar authorities and the London Ministry of Defence to establish the truth of the situation regarding the repairs to the nuclear submarine HMS Tireless.	Sono uno dei sei deputati del Parlamento europeo che hanno ricevuto l'incarico di rappresentare Gibilterra fino alle elezioni dirette che si terranno fra quattro anni; in tale veste è toccata anche a me la responsabilità di fungere da collegamento tra le autorità di Gibilterra e il Ministero della difesa di Londra, nel tentativo di stabilire la verità sulla questione delle riparazioni al sommergibile nucleare HMS Tireless.	Rientro nel gruppo di sei onorevoli del Parlamento europeo che hanno ricevuto l'incarico di rappresentare Gibilterra fino alle elezioni dirette che si terranno fra quattro anni; in tale veste è toccata anche a me la responsabilità di fungere da collegamento tra le autorità di Gibilterra e il Ministero della difesa di Londra, nel tentativo di stabilire la verità sulla questione delle riparazioni al sommergibile nucleare HMS Tireless.	no	
1145	ep-en-it-22321	Set-N	In 1980, the UNHCR looked after five million refugees.	Nel 1980 l'ACNUR prestava assistenza a 5 milioni di profughi.	Nel 1980 l'ACNUR prestava assistenza a 5 milioni di persone rifugiate.	no	
1146	ep-en-it-22322	Set-N	What makes it so difficult for the UNHCR is that whilst the number of refugees is rising, the resources required by the UN refugee organisation to coordinate the aid are falling.	Le difficoltà per l'ACNUR risiedono nel continuo calo delle risorse a disposizione di questa organizzazione per coordinare gli aiuti, mentre il numero dei rifugiati aumenta.	Le difficoltà per l'ACNUR risiedono nel continuo calo delle risorse a disposizione di questa organizzazione per coordinare gli aiuti, mentre il numero delle persone rifugiate aumenta.	no	
1147	ep-en-it-22330	Set-N	Let us hope that after this Christmas period, those millions of refugees and aid workers can look forward to better times.	Il nostro augurio è che, dopo questo Natale, possano arrivare tempi migliori per quei milioni di profughi e per coloro che li assistono.	Il nostro augurio è che, dopo questo Natale, possano arrivare tempi migliori per quei milioni di persone rifugiate e per coloro che li assistono.	no	
1148	ep-en-it-22338	Set-N	The UNHCR is currently helping 5 million displaced persons and some 11.5 million refugees.	Attualmente l'ACNUR sta aiutando 5 milioni di sfollati e circa 11,5 milioni di profughi.	Attualmente l'ACNUR sta aiutando 5 milioni di persone sfollate e circa 11,5 milioni di persone rifugiate.	no	
1149	ep-en-it-22339	Set-N	The High Commissioner has always fought for the protection and welfare of refugees and displaced persons.	L'Alto Commissario si è sempre preoccupato della protezione e del benessere dei rifugiati e delle popolazioni sfollate.	L'Alto Commissariato per le persone rifugiate si è sempre preoccupato della protezione e del benessere delle persone rifugiate e delle popolazioni sfollate.	no	
1150	ep-en-it-22384	Set-N	We demand a swift release of the political prisoners and an impartial inquiry into the whereabouts of the missing persons.	Noi chiediamo la rapida scarcerazione dei prigionieri politici e l'avvio di un'inchiesta obiettiva sulla sorte dei dispersi.	Noi chiediamo la rapida scarcerazione di chi è in carcere per motivi politici e l'avvio di un'inchiesta obiettiva sulla sorte delle persone disperse.	no	
1151	ep-en-it-22387	Set-N	Consequently, all political prisoners in Serbia must be freed.	I prigionieri politici in Serbia devono pertanto essere rilasciati.	A chi è in carcere per motivi politici in Serbia deve pertanto essere concessa la libertà.	no	
1152	ep-en-it-22392	Set-N	Any objective observer of the situation in Yugoslavia is compelled to conclude that the criminals continue to move about scot-free while their victims are locked up in prison.	Nel fare una valutazione sobria della situazione iugoslava non si può non constatare che i criminali continuano a circolare a piede libero esattamente come prima, mentre le loro vittime languono in prigione.	Nel fare una valutazione sobria della situazione iugoslava non si può non constatare che le persone dedite al crimine continuano a circolare a piede libero esattamente come prima, mentre le loro vittime languono in prigione.	no	
1153	ep-en-it-22396	Set-N	It is my view that the political prisoners, not least the many hundreds of Albanians, must be released without delay.	A mio parere occorre liberare senza indugio i prigionieri politici e non da ultimo le centinaia di albanesi che si trovano in quella situazione.	A mio parere occorre liberare senza indugio chi è in carcere per motivi politici e non da ultimo le centinaia di albanesi che si trovano in quella situazione.	no	
1154	ep-en-it-2242	Set-N	French workers have no more had the chance to say what they think about the Charter of Fundamental Rights than the people of Lithuania have about joining the Union.	I lavoratori francesi non hanno avuto più possibilità di esprimersi sulla Carta dei diritti fondamentali di quante ne siano state concesse ai popoli della Lituania a proposito della loro adesione.	Le maestranze francesi non hanno avuto più possibilità di esprimersi sulla Carta dei diritti fondamentali di quante ne siano state concesse ai popoli della Lituania a proposito della loro adesione.	no	
1155	ep-en-it-22504	Set-N	Finally, political prisoners have been on hunger strike in prison, some of them for two months.	Infine, alcuni prigionieri politici stanno facendo in carcere uno sciopero della fame che, in alcuni casi, dura già da due mesi.	Infine, alcune persone che sono in prigione per ragioni politiche stanno facendo in carcere uno sciopero della fame che, in alcuni casi, dura già da due mesi.	no	
1156	ep-en-it-22510	Set-N	One example is Mehdi Zougah, a French-Tunisian citizen, who was arrested at Tunis airport on 11 August.	Come è accaduto a Mehdi Zougah, cittadino franco-tunisino, arrestato all'aeroporto di Tunisi l'11 agosto scorso.	Come è accaduto a Mehdi Zougah, con cittadinanza franco-tunisina, che la polizia ha arrestato all'aeroporto di Tunisi l '11 agosto scorso.	no	
1157	ep-en-it-22524	Set-N	The civil association RAID ATTAC Tunisia, the leaders of which were imprisoned at the beginning of the year, has still not been authorised.	L'associazione civica RAID ATTAC Tunisia, i cui dirigenti erano stati incarcerati all'inizio dell'anno, non è ancora stata riconosciuta.	L'associazione civica RAID ATTAC Tunisia, la cui dirigenza era stata incarcerata all'inizio dell'anno, non è ancora stata riconosciuta.	no	
1158	ep-en-it-22527	Set-N	When militants and those in charge of these associations decide to meet in order to celebrate the anniversary of the Universal Declaration of Human Rights, their houses are surrounded by police and anyone trying to enter is harassed in the street by men dressed in civilian clothes.	Quando i militanti ed i responsabili di queste associazioni vogliono riunirsi nel giorno dell'anniversario della Dichiarazione universale dei diritti dell'uomo, le loro case sono circondate dalla polizia e coloro che escono sono aggrediti per la strada da uomini in borghese.	Quando chi milita per queste associazioni e ne è responsabile vuole riunirsi nel giorno dell'anniversario della Dichiarazione universale dei diritti umani, la sua casa viene circondata dalla polizia e coloro che escono subiscono un'aggressione per la strada da individui in borghese.	no	
1159	ep-en-it-22536	Set-N	Human rights activists, trade union members, academics, journalists and students report constant harassment by the authorities.	Attivisti per i diritti umani, sindacalisti, accademici, giornalisti e studenti riferiscono di continui soprusi da parte delle autorità.	Più di una persona attiva per i diritti umani, sindacalista, docente, giornalista e studente riferisce di continui soprusi da parte delle autoritàa	no	
1160	ep-en-it-22544	Set-N	Members of the organisation are harassed and have been prevented from meeting, with disproportionate police action.	Gli appartenenti all'organizzazione vengono perseguitati e, con un impiego sproporzionato di poliziotti, è stato loro impedito di incontrarsi e riunirsi.	I membri dell'organizzazione vengono perseguitati e, con un impiego sproporzionato delle forze di polizia, è stato loro impedito di incontrarsi e riunirsi.	no	
1161	ep-en-it-22548	Set-N	Last week one of the prisoners, Rached Jaidane, fell into a coma.	Nella settimana passata uno dei detenuti, Rached Jaidane, è finito in coma.	Nella settimana passata una persona detenuta in carcere, Rached Jaidane, è finita in coma.	no	
1162	ep-en-it-22550	Set-N	The young student Béchir Habid has been on hunger strike since 18 October.	Il giovane studente Béchir Habid sta facendo lo sciopero della fame dal 18 ottobre.	Béchir Habid, di giovane età e di professione studente, sta facendo lo sciopero della fame dal 18 ottobre.	no	
1163	ep-en-it-22557	Set-N	This concern is behind the fact that, in recent weeks, I have met twice with the chairman of the Tunisian human rights league.	Alla luce di questa preoccupazione nelle ultime settimane ho avuto due colloqui con il presidente della Lega tunisina per i diritti dell'uomo.	Alla luce di questa preoccupazione nelle ultime settimane ho avuto due colloqui con la presidenza della Lega tunisina per i diritti umani.	no	
1164	ep-en-it-22565	Set-N	I stood in front of the prison in Tunis on 9 April and watched hundreds of policemen breaking up a demonstration of solidarity organised by democrats.	Il 9 aprile, davanti al carcere di Tunisi, ho visto centinaia di poliziotti impedire il raduno di solidarietà organizzato dai democratici.	Il 9 aprile, davanti al carcere di Tunisi, ho visto centinaia di agenti della polizia impedire il raduno di solidarietà organizzato da chi aderisce alla linea democratica.	no	
1165	ep-en-it-22567	Set-N	Daily harassment and beatings of democrats are a standard occurrence.	L'aggressione quotidiana e il pestaggio di tutti i democratici sono pratiche realmente generalizzate.	L'aggressione quotidiana e il pestaggio di ogni aderente alla linea democratica sono pratiche realmente generalizzate.	no	
1166	ep-en-it-2257	Set-N	I abstained in the vote on this never-ending resolution on enlargement because I believe that Parliament would be doing a disservice to the politically important and worthy cause of eastward and southward enlargement of the European Union to the south and east with this semi-digestible screed of paper.	Mi sono astenuta nella fase di votazione di questa risoluzione infinita sull'allargamento, in quanto sono del parere che con questa montagna di carta, in parte indigesta, sulla causa bella e importante, dal punto di vista politico, dell'ampliamento dell'Unione europea ad est e a sud il Parlamento non abbia reso un buon servizio.	Ho optato per l'astensione nella fase di votazione di questa risoluzione infinita sull'allargamento, in quanto sono del parere che con questa montagna di carta, in parte indigesta, sulla causa bella e importante, dal punto di vista politico, dell'ampliamento dell'Unione europea ad est e a sud il Parlamento non abbia reso un buon servizio.	no	
1167	ep-en-it-22601	Set-N	We will, over the coming weeks, have to take account of the results of the dialogue between the two political leaders, or of the absence of such a dialogue.	Nelle prossime settimane dovremo prendere atto dei risultati del dialogo tra i due leader politici, o della mancanza di tale dialogo.	Nelle prossime settimane dovremo prendere atto dei risultati del dialogo tra le due figure di punta della politica, o della mancanza di tale dialogo.	no	
1168	ep-en-it-22602	Set-N	Obviously, we hope that the political leaders can meet and find a way out of the current impasse and we will be ready to support any useful forum for mediation in order to prevent future conflict.	Naturalmente speriamo che i leader politici si incontrino e trovino una via d'uscita dall'attuale impasse; da parte nostra saremo pronti a sostenere qualsiasi utile forma di mediazione per scongiurare conflitti futuri.	Naturalmente speriamo che le figure leader nella politica si incontrino e trovino una via d'uscita dall'attuale impasse; da parte nostra saremo disponibili a sostenere qualsiasi utile forma di mediazione per scongiurare conflitti futuri.	no	
1169	ep-en-it-22603	Set-N	Several honourable Members referred to the situation of prisoners in Turkey.	Parecchi onorevoli deputati hanno fatto riferimento alla situazione dei prigionieri in Turchia.	Un alto numero di onorevoli ha fatto riferimento alla situazione delle persone incarcerate in Turchia.	no	
1170	ep-en-it-22695	Set-N	I therefore thank all my colleagues for their contributions, including those made at the amendments stage, and also the committee's experts, for these contributions were very valuable for the finalisation of the resolution.	Per questo motivo ringrazio tutti i colleghi per l'apporto che hanno dato anche in fase di emendamenti e i tecnici della commissione perché sono stati elementi preziosi per portare in porto la risoluzione.	Per questo motivo ringrazio ogni collega per l'apporto che ha dato anche in fase di emendamenti e le figure tecniche della commissione perché sono stati elementi preziosi per portare in porto la risoluzione.	no	
1171	ep-en-it-22735	Set-N	Some researchers anticipate that people could actually live up to 120 years, but they invariably die earlier because a vital part of their body ceases to function.	Alcuni ricercatori ritengono che l'uomo potrebbe arrivare anche fino a 120 anni, ma che quasi sempre la morte sopraggiunge prima, perché un organo vitale del corpo cede.	Secondo alcune ricerche l'essere umano potrebbe arrivare anche fino a 120 anni, ma che quasi sempre la morte sopraggiunge prima, perché un organo vitale del corpo cede.	no	
1172	ep-en-it-2277	Set-N	As friends, however, we are too dubious about the wisdom of their decision not to refrain from putting them on their guard.	Tuttavia, come amici nutriamo troppi dubbi sulla fondatezza della loro scelta per astenerci dal metterli in guardia.	Tuttavia, nel rapporto di amicizia che ci lega nutriamo troppi dubbi sulla fondatezza della loro scelta per evitare un invito a stare in guardia.	no	
1173	ep-en-it-22787	Set-N	It is politicians who must safeguard the notion of equality in employment: the markets cannot.	È compito dei politici garantire la parità nella vita lavorativa, visto che il mercato non ne è capace.	È compito di chi fa politica per professione garantire la parità nella vita lavorativa, visto che il mercato non ne è capace.	no	
1174	ep-en-it-22880	Set-N	If I read it right I am the last speaker in the debate from the floor of the House.	Se ho letto bene, sono l'ultimo oratore iscritto a parlare.	Se ho letto bene, il mio intervento sarà l'ultimo dell'elenco.	no	
1175	ep-en-it-22919	Set-N	I appear to be the last speaker in the year 2000, although not by design.	Senza volere, mi trovo ad essere l'ultimo oratore del 2000.	Senza volere, mi trovo ad essere l'ultima persona che interviene nel 2000.	no	
1176	ep-en-it-22947	Set-N	Finally, I should like to extend my warmest thanks to the House, to all of my colleagues, to all the collaborators and also to the President.	Concludendo, vorrei esprimere un sentito ringraziamento a tutti i colleghi, a tutti i collaboratori e al Presidente.	Concludendo, vorrei esprimere un sentito ringraziamento a ogni collega, persona che collabora, assistente e alla Presidenza.	no	
1177	ep-en-it-2299	Set-N	I would like to take this opportunity to extend a greeting to the pensioners and elderly people of Estonia, in the hope that we will look after their interests once they join the European Union.	Colgo l'occasione per rivolgere il mio saluto agli anziani e ai pensionati dell'Estonia, augurandomi che si abbia cura della loro possibilità di vita all'interno dell'Unione europea.	Colgo l'occasione per rivolgere il mio saluto alle persone anziane e pensionate dell'Estonia, augurandomi che si abbia cura della loro possibilità di vita all'interno dell'Unione europea.	no	
1178	ep-en-it-2309	Set-N	Like the rapporteur, I should like to express my pleasure at the considerable progress which Latvia has made in recent months in order to be included in the first wave of enlargement that the European Union is shortly to experience.	Al pari della relatrice, mi rallegro per i notevoli progressi compiuti dalla Lettonia negli ultimi mesi per rientrare nella prima ondata del prossimo ampliamento dell'Unione europea.	Al pari di chi ha presentato la relazione, mi rallegro per i notevoli progressi compiuti dalla Lettonia negli ultimi mesi per rientrare nella prima ondata del prossimo ampliamento dell'Unione europea.	no	
1179	ep-en-it-2386	Set-N	it raises the issue of the return of the refugees and the repatriation of the settlers.	solleva le questioni del ritorno dei profughi e del trasferimento dei coloni.	solleva le questioni del ritorno delle persone rifugiate e del trasferimento di chi vive nelle colonie.	no	
1180	ep-en-it-2394	Set-N	I therefore hope that MEPs will do all they can to encourage the European Parliament to express its support for progress in the UN settlement process, based on the continuing goodwill of all parties in that process and that they will ensure that the European Parliament does not produce statements or take positions which might cut across that process.	Mi auguro quindi che gli onorevoli deputati faranno tutto il possibile per incoraggiare il Parlamento europeo ad esprimere il proprio sostegno ai progressi del processo di conciliazione delle Nazioni Unite, basato sulla costante buona volontà di tutte le parti interessate, nonché per garantire che il Parlamento europeo non produca dichiarazioni o adotti posizioni che potrebbero andare contro tale processo.	Mi auguro quindi che ogni onorevole farà tutto il possibile per incoraggiare il Parlamento europeo ad esprimere il proprio sostegno ai progressi del processo di conciliazione delle Nazioni Unite, basato sulla costante buona volontà di tutte le parti interessate, nonché per garantire che il Parlamento europeo non produca dichiarazioni o adotti posizioni che potrebbero andare contro tale processo.	no	
1181	ep-en-it-2395	Set-N	As a member of the Delegation to the EU-Cyprus Joint Parliamentary Committee, I am pleased to have this opportunity to express my opinion on the progress Cyprus has made in the negotiations for accession to the European Union.	In qualità di membro della commissione parlamentare mista UE-Cipro, sono lieto di potermi esprimere sui progressi compiuti da Cipro nei negoziati per l'adesione all'Unione europea.	In qualità di membro della commissione parlamentare mista UE-Cipro, sono felice di potermi esprimere sui progressi compiuti da Cipro nei negoziati per l'adesione all'Unione europea.	no	
1182	ep-en-it-2402	Set-N	It can help resolve the problem of the controlled return of refugees and the repatriation of colonists, and can make a considerable contribution to the development of the northern part of Cyprus, after reunification and after the withdrawal of the Turkish army.	Essa può aiutare a risolvere il problema del ritorno controllato dei profughi nonché quello del rimpatrio dei coloni e contribuire in larga misura allo sviluppo della parte settentrionale di Cipro, dopo la realizzazione dell'unificazione e la partenza dell'esercito turco.	Essa può aiutare a risolvere il problema del ritorno controllato delle persone rifugiate nonché quello del rimpatrio di chi abita la colonia e contribuire in larga misura allo sviluppo della parte settentrionale di Cipro, dopo la realizzazione dell'unificazione e la partenza dell'esercito turco.	no	
1183	ep-en-it-2416	Set-N	Like the rapporteur, I too welcome the Helsinki Council agreement not to make a solution to the division of the island a pre-condition for accession.	Come il relatore, anch'io mi compiaccio della decisione del Consiglio di Helsinki di non considerare la soluzione alla divisione dell'isola come una condizione indispensabile per l'adesione.	Come chi ha relazionato, anch'io mi compiaccio della decisione del Consiglio di Helsinki di non considerare la soluzione alla divisione dell'isola come una condizione indispensabile per l'adesione.	no	
1184	ep-en-it-2449	Set-N	We, as elected Members, are outraged that 51 democratically elected members of the NLD are in prison, victims like James, of inhuman and cruel abuse.	Noi, in quanto rappresentanti eletti, ci sentiamo oltraggiati dal fatto che 51 membri democraticamente eletti della NLD siano in carcere, vittime come James di abusi disumani e crudeli.	Noi, che l'elezione ha scelto come rappresentanti, percepiamo come un oltraggio il fatto che 51 membri democraticamente eletti della NLD siano in carcere, vittime come James di abusi disumani e crudeli.	no	
1185	ep-en-it-2487	Set-N	I am pleased that what is now before us affords citizens better protection than the existing directive on the principle of equal treatment, especially with regard to vocational training, employment and employment conditions.	Sono lieta che il documento che abbiamo davanti offra ai cittadini una tutela maggiore rispetto a quella fornita dalla vigente direttiva sul principio della parità di trattamento, soprattutto per quanto concerne gli aspetti della formazione professionale, del lavoro e delle condizioni di lavoro.	Sono felice che il documento che abbiamo davanti offra alla cittadinanza una tutela maggiore rispetto a quella fornita dalla vigente direttiva sul principio della parità di trattamento, soprattutto per quanto concerne gli aspetti della formazione professionale, del lavoro e delle condizioni di lavoro.	no	
1186	ep-en-it-2490	Set-N	I also welcome the attention given to the problem of discrimination against the elderly.	Sono lieta, inoltre, che sia stato affrontato anche il problema della discriminazione degli anziani.	Sono felice, inoltre, che sia stato affrontato anche il problema della discriminazione delle persone anziane.	no	
1187	ep-en-it-2491	Set-N	It is a growing problem, especially since the number of elderly people is growing in our society and they happen to be the most dynamic generation of elderly people ever.	È un fenomeno crescente ed è tanto più importante in quanto la quota di anziani nella nostra società aumenta di continuo, senza dimenticare che la generazione di anziani di oggi è la più vivace che ci sia mai stata.	È un fenomeno crescente ed è tanto più importante in quanto la quota di persone anziane nella nostra società aumenta di continuo, senza dimenticare che la generazione di persone anziane di oggi è la più vivace che ci sia mai stata.	no	
1188	ep-en-it-2499	Set-N	In committee, I have had occasion to make a stand against the fact that there may also be experts outside NGOs that have something to say.	In seno alla commissione ho avuto occasione di far notare che gli esperti possono anche essere esterni alle ONG ed avere comunque un contributo da offrire.	In seno alla commissione ho avuto occasione di far notare che le figure esperte possono anche essere esterne alle ONG ed avere comunque un contributo da offrire.	no	
1189	ep-en-it-253	Set-N	Young entrepreneurs in particular often have no idea how to obtain equity capital.	In molti casi i giovani imprenditori non sono informati sulle possibilità di ottenere capitale di rischio.	In molti casi a chi fa impresa ed è giovane, mancano le informazioni sulle possibilità di ottenere capitale di rischio.	no	
1190	ep-en-it-2584	Set-N	I am thinking particularly here of the discrimination affecting third-country nationals, but also the second-generation children from immigrant families.	Penso soprattutto alle discriminazioni nei confronti dei cittadini di paesi terzi, ma anche dei giovani figli di immigrati.	Penso soprattutto alle discriminazioni nei confronti della cittadinanza di paesi terzi, ma anche di chi è giovane e proviene da famiglie immigrate.	no	
1191	ep-en-it-2639	Set-N	Firstly, to all MEPs, remember that we achieved a strong directive combating race discrimination, for which I was proud to act as co-rapporteur, with action against incitement, for the right to go to court, to empower NGOs, to shift the burden of proof.	In primo luogo, rammento a tutti i colleghi che abbiamo ottenuto una direttiva vigorosa contro la discriminazione fondata sulla razza, alla quale sono orgoglioso di aver contribuito in veste di correlatore, intervenendo contro l'istigazione, a favore del diritto di ricorrere ad azioni legali, per conferire maggiore potere alle ONG e per invertire l'onere della prova.	In primo luogo, rammento a ogni collega che abbiamo ottenuto una direttiva vigorosa contro la discriminazione fondata sulla razza, alla quale mi pregio di aver contribuito affiancando la presentazione della relazione, intervenendo contro l'istigazione, a favore del diritto di ricorrere ad azioni legali, per conferire maggiore potere alle ONG e per invertire l'onere della prova.	no	
1192	ep-en-it-2643	Set-N	Do not ignore your own words by denying deaf people, people with learning difficulties, and self-managed organisations of disabled people the possibility even to sit at the table.	Non ignorate le vostre stesse parole negando ai non udenti, alle persone con difficoltà di apprendimento e alle organizzazioni autogestite di persone disabili persino la possibilità di sedere al tavolo delle trattative.	Non ignorate le vostre stesse parole negando alle persone non udenti, alle persone con difficoltà di apprendimento e alle organizzazioni autogestite di persone disabili persino la possibilità di sedere al tavolo delle trattative.	no	
1193	ep-en-it-2684	Set-N	It is extremely difficult, of course, both for me and for my fellow Members, to give a precise opinion on measures of such great significance in just two minutes.	Per me, come per i miei colleghi, è difficile in due minuti esprimersi in modo preciso su misure di tale importanza.	Per me, come per le figure mie omologhe, è difficile in due minuti esprimersi in modo preciso su misure di tale importanza.	no	
1194	ep-en-it-2689	Set-N	As a confirmed secularist, I could not possibly endorse it.	In quanto laico convinto, non posso quindi appoggiarla.	Essendo convintamente su una posizione laica, non posso quindi appoggiarla.	no	
1195	ep-en-it-2692	Set-N	I congratulate the rapporteur on this and, in conclusion, I shall vote in favour of these reports, with the exception of the point I raised just now.	Me ne congratulo con il relatore e, in conclusione, voterò a favore di queste relazioni, ad eccezione del punto che ho menzionato.	Me ne congratulo con chi ha presentato la relazione e, in conclusione, voterò a favore di queste relazioni, ad eccezione del punto che ho menzionato.	no	
1196	ep-en-it-2698	Set-N	I would now like to make a request to the Commissioner.	Ho ancora una richiesta da rivolgere alla rappresentante della Commissione.	Ho ancora una richiesta da rivolgere a chi rappresenta la Commissione.	no	
