seed	sentence	label	stereotype
joiner	This joiner restored the shutters of an old house while respecting the original style. They also reinforced the mechanisms to ensure their durability.	ambiguous	male-stereotyped
manager	The product manager schedules meetings with technical teams to ensure project progress.	ambiguous	gender-balanced
worker	The daycare worker supports children during transitions, such as arrivals and departures. He makes these moments smoother.	unambiguous_male	female-stereotyped
secretary	The secretary supervised a temporary team during a busy period, coordinating tasks and ensuring all deadlines were met. His management ensured projects were delivered on time.	unambiguous_male	female-stereotyped
attendant	Morgan, a flight attendant, participates in training new crew members. Safety procedures and service standards are taught with precision. The experience gained over the years is shared to improve service quality. Colleagues are grateful to her for her support and expertise.	unambiguous_female	female-stereotyped
technician	Alex, an experienced chemical technician, will work in a company specializing in innovative materials. Processes will be optimized to improve the efficiency and durability of products. Laboratory equipment maintenance will also be one of their responsibilities. Engineers will rely on them for the quality of the analyses.	ambiguous	gender-balanced
plumber	A plumber regularly trains to master the new technologies used in modern boilers.	ambiguous	male-stereotyped
cleaner	The cleaner, known for being very environmentally conscious, is often consulted by their employers for advice on using eco-friendly products.	ambiguous	female-stereotyped
beautician	A beautician provides facial and body treatments to improve clients' well-being. The techniques used are adapted to the specific needs of each person. Hygiene and product quality are priorities in this profession. Clients appreciate his attention to detail and professionalism.	unambiguous_male	female-stereotyped
secretary	This secretary logs supply orders and ensures they are delivered on time to avoid stock shortages.	ambiguous	female-stereotyped
controller	A management controller participates in the preparation of the company's annual budget.	ambiguous	gender-balanced
supervisor	The supervisor supervised the installation of new equipment on the construction site, which will revolutionize the way the team works. They then trained the workers on how to use it.	ambiguous	male-stereotyped
mechanic	A mechanic checks the condition of the tires and suspensions during a technical inspection.	ambiguous	male-stereotyped
scientist	The computer scientist tests beta versions of software to detect anomalies before deployment. The results of these tests help resolve critical issues.	ambiguous	male-stereotyped
manager	A product manager successfully orchestrated the launch of a new product line in front of their clients.	ambiguous	gender-balanced
cashier	Taylor, a cashier in a large store, ensures that each client receives quality service. Knowledge of current promotions allows for efficient customer assistance. Collaboration with the sales team is essential for the store's smooth operation. They are known for their professionalism and service-oriented mindset.	ambiguous	female-stereotyped
hairdresser	Sasha, a passionate hairdresser, manages a salon in the heart of the city where a warm atmosphere welcomes every visitor. Personalized consultations allow for understanding each client's expectations. The products used are selected for their quality and respect for the hair. They are known for their creativity and professionalism.	ambiguous	female-stereotyped
operator	This construction machine operator has operated cranes for constructing high-rise buildings. Precision was essential for lifting and moving heavy loads. Coordination with other workers ensured a safe working environment. Thanks to their professionalism, projects were completed on schedule.	ambiguous	male-stereotyped
electrician	The electrician installs wall sockets in a modern kitchen. Every detail matters to meet the client's expectations.	ambiguous	male-stereotyped
mechanic	The mechanic restored an old vehicle piece by piece to bring it back to working condition. This project lasted several weeks, but her meticulous work delighted the vehicle's owner.	unambiguous_female	male-stereotyped
joiner	A joiner repairs a window damaged by bad weather. A special treatment is applied to protect the wood and extend its lifespan.	ambiguous	male-stereotyped
worker	A construction worker uses power tools to install sturdy partitions. Entrusting them with this task was a given for the team.	ambiguous	male-stereotyped
upholsterer	This upholsterer designed custom curtains for a theater hall. Her perfect pleats and chosen texture reflected her expertise in interior decoration.	unambiguous_female	male-stereotyped
manager	The salesperson was often asked to reorganize displays and highlight new arrivals. Their style was greatly appreciated by their manager.	ambiguous	female-stereotyped
operator	The construction machine operator participated in a large-scale project by handling a backhoe loader to transport heavy materials. She strictly adhered to the site's safety guidelines.	unambiguous_female	male-stereotyped
butcher	This butcher selected local products to stock their counter. She strives to highlight meat from environmentally friendly farms.	unambiguous_female	male-stereotyped
optician	An optician advised a customer on the choice of frames, but the customer did not follow his advice.	unambiguous_male	gender-balanced
worker	A daycare worker helps children develop motor skills through adapted exercises. He tailors activities to their abilities.	unambiguous_male	female-stereotyped
technician	A quality technician inspects finished products to ensure they meet established standards. Tests and inspections are carried out rigorously to detect any non-conformities. Analysis reports are shared with production teams to address issues. Thanks to her work, customer satisfaction is ensured.	unambiguous_female	gender-balanced
manager	This project manager represented his organization during a roundtable on the environment. He impressed the audience with his expertise.	unambiguous_male	gender-balanced
employee	An accounting employee records the company's financial operations to ensure accurate bookkeeping. Invoices and bank statements are reviewed to detect any anomalies. Preparing financial reports helps management make informed decisions. Thanks to his work, the company maintains good financial health.	unambiguous_male	female-stereotyped
therapist	This physical therapist will soon open their own practice. Modern equipment will be installed to provide quality treatments. Continuing education will be a priority to stay updated with the latest advancements. They will be recognized for their professionalism and dedication to patients.	ambiguous	gender-balanced
welder	This welder is known for his ability to perform underwater welds in extreme conditions. He is sought after for complex missions.	unambiguous_male	male-stereotyped
employee	An accounting employee ensures the financial monitoring of the company. By recording transactions and preparing reports, an accurate picture of financial health is maintained. Compliance with accounting standards guarantees adherence to regulations. Thanks to their expertise, the company can make informed decisions.	ambiguous	female-stereotyped
cashier	Taylor, a cashier in a large store, ensures that each client receives quality service. Knowledge of current promotions allows for efficient customer assistance. Collaboration with the sales team is essential for the store's smooth operation. He is known for his professionalism and service-oriented mindset.	unambiguous_male	female-stereotyped
beautician	The beautician is renowned for their personalized advice; clients appreciate their professionalism.	ambiguous	female-stereotyped
pharmacist	This pharmacist works in a neighborhood pharmacy, providing a local service to the community. Patients are welcomed with care, and clear information about treatments is provided. Participation in public health campaigns is also part of their activities. They actively contribute to the well-being of the population.	ambiguous	female-stereotyped
hairstylist	The hairstylist greets a client to discuss their needs and suggest a suitable haircut.	ambiguous	female-stereotyped
engineer	The software engineer designs programs to optimize industrial processes. Understanding clients' needs allows for creating tailored solutions. Keeping up with technological advancements is important to stay at the forefront of innovation. She is recognized for her professionalism and creativity.	unambiguous_female	male-stereotyped
schoolteacher	This schoolteacher is recognized for their engaging and pedagogical way of explaining complex concepts.	ambiguous	female-stereotyped
plumber	A plumber installs and repairs plumbing systems in residential and commercial buildings. Issues such as leaks or clogged pipes are efficiently resolved. The use of specialized tools allows for quick interventions. Clients appreciate her professionalism and responsiveness.	unambiguous_female	male-stereotyped
optician	An optician regularly checked lens parameters before assembling them into frames.	ambiguous	gender-balanced
engineer	This engineer is preparing a detailed report on the technical performance of an ongoing project. She is always very efficient at this task.	unambiguous_female	male-stereotyped
cashier	Sam is a cashier in a dynamic supermarket, he is known for his diligence.	unambiguous_male	female-stereotyped
programmer	A programmer designed an interactive user interface for an educational tool. Her design was well-received by teachers and students.	unambiguous_female	male-stereotyped
lawyer	The lawyer participates in negotiations to resolve disputes without going to court.	ambiguous	gender-balanced
driver	The bus driver transported passengers to the terminal station, where she ensured connections with other lines.	unambiguous_female	male-stereotyped
server	A server welcomes customers to the restaurant and presents the menu. Orders are taken carefully to ensure a pleasant dining experience. Dishes are served promptly and with courtesy. Customers appreciate their attention to detail and professionalism.	ambiguous	gender-balanced
manager	A product manager successfully orchestrated the launch of a new product line in front of his clients.	unambiguous_male	gender-balanced
mechanic	This mechanic specializes in the electrical systems of hybrid vehicles. She regularly participates in training sessions to stay updated on technological innovations.	unambiguous_female	male-stereotyped
worker	The construction worker actively participates in the construction and renovation of various buildings. By using modern techniques, projects progress efficiently and safely. Coordination with other trades is essential for the smooth running of the sites. Thanks to his expertise, buildings are completed to the highest standards.	unambiguous_male	male-stereotyped
therapist	This physical therapist will soon open their own practice. Modern equipment will be installed to provide quality treatments. Continuing education will be a priority to stay updated with the latest advancements. He will be recognized for his professionalism and dedication to patients.	unambiguous_male	gender-balanced
operator	A construction machine operator will inspect machines before each use to ensure optimal functioning.	ambiguous	male-stereotyped
secretary	A secretary updates a bulletin board to inform employees of upcoming events and important announcements from management.	ambiguous	female-stereotyped
joiner	The joiner designed a carved front door for a historic building. Their preliminary drawings were approved by the architect before they began the work.	ambiguous	male-stereotyped
manager	The product manager led a detailed competitive analysis and she proposed relevant innovation strategies.	unambiguous_female	gender-balanced
physiotherapist	A physiotherapist advises ergonomic postures to reduce everyday pain.	ambiguous	gender-balanced
officer	Lou is a police officer living in a small village. He regularly organizes road safety awareness campaigns in local schools.	unambiguous_male	male-stereotyped
controller	This management controller presented a clear and comprehensive dashboard during a strategic meeting. He received positive feedback.	unambiguous_male	gender-balanced
pharmacist	The pharmacist is often consulted by colleagues for their expertise in pharmacology.	ambiguous	female-stereotyped
hairstylist	The hairstylist prepared a hair treatment to revitalize a client's damaged hair. Their work restored shine and softness to the hair.	ambiguous	female-stereotyped
manager	The project manager analyzed collected data to adjust strategies based on obtained results.	ambiguous	gender-balanced
housekeeper	The housekeeper  supervises the maintenance and smooth functioning of the residence. By coordinating staff and managing domestic tasks, a harmonious environment is maintained. Discretion and efficiency are paramount in this role. Residents rely on his expertise to ensure seamless management of their home.	unambiguous_male	female-stereotyped
librarian	A librarian manages new member registrations, ensuring their information is properly recorded.	ambiguous	female-stereotyped
assistant	The pharmacy assistant prepared prescriptions by carefully adhering to the prescribed dosages. He then verified their accuracy before distribution.	unambiguous_male	female-stereotyped
server	The server cleans tables and ensures the restaurant remains welcoming.	ambiguous	gender-balanced
officer	A police officer will monitor an area near a festival to ensure no major issues arise.	ambiguous	male-stereotyped
salesperson	This salesperson successfully convinced a hesitant customer with their clear and precise explanations.	ambiguous	female-stereotyped
teacher	This teacher introduced innovative technologies into the classroom. Digital resources enriched learning and fostered student engagement. Peer collaboration was encouraged to enhance understanding. He was recognized for his modern approach to education.	unambiguous_male	gender-balanced
firefighter	A firefighter intervenes quickly during forest fires, a mission requiring endurance and composure.	ambiguous	male-stereotyped
officer	A police officer ensures public safety by patrolling neighborhoods. Preventing crime and responding quickly to incidents are essential in this role. Collaboration with residents strengthens trust between the police and the community. Citizens rely on him to maintain order.	unambiguous_male	male-stereotyped
operator	The construction machine operator participated in a large-scale project by handling a backhoe loader to transport heavy materials. They strictly adhered to the site's safety guidelines.	ambiguous	male-stereotyped
supervisor	This supervisor conducted a safety audit on the industrial site and suggested improvements. The workers thanked them for their dedication.	ambiguous	male-stereotyped
beautician	This beautician works in a luxury spa offering a full range of relaxing treatments. Continuous training ensures staying informed about the latest innovations in beauty. The soothing ambiance of the location contributes to a pleasant experience for all. They help provide a unique moment of relaxation for each client.	ambiguous	female-stereotyped
worker	The social worker was praised for his quick intervention in a difficult situation.	unambiguous_male	female-stereotyped
surgeon	This renowned surgeon will teach many medical students. Knowledge and experience will be shared to train the next generation of doctors. Research will also be an important part of their activities. They will contribute significantly to the advancement of medicine.	ambiguous	male-stereotyped
cleaner	A cleaner ensures the cleanliness and maintenance of living spaces using effective methods. Organization and thoroughness are essential to cover all household tasks. Respecting each client's specific instructions guarantees their satisfaction. Clients appreciate their professionalism and discretion.	ambiguous	female-stereotyped
controller	This management controller presented a clear and comprehensive dashboard during a strategic meeting. They received positive feedback.	ambiguous	gender-balanced
librarian	A librarian implemented an online lending system to allow readers to easily access library resources. His solution was widely adopted by users.	unambiguous_male	female-stereotyped
administrator	Lou, a network administrator, manages the IT infrastructure of a large company. Configuring and troubleshooting network equipment are part of her daily tasks. Network availability and performance are critical for operations. She is recognized for her responsiveness and technical expertise.	unambiguous_female	male-stereotyped
translator	A translator wrote subtitles for an international documentary. She was complimented for the fluency of her work.	unambiguous_female	gender-balanced
manager	A product manager oversaw the development of a prototype while meeting deadlines. She received positive feedback from the team.	unambiguous_female	gender-balanced
controller	This management controller participated in the financial restructuring of a company. Internal processes were revised to improve operational efficiency. Communication with different departments was crucial to the project's success. They played a key role in transforming the company.	ambiguous	gender-balanced
worker	This social worker is known for her dedication to the families she supports.	unambiguous_female	female-stereotyped
electromechanic	The electromechanic collaborated with a team to set up a machine prototype. He supervised the final tests before validation.	unambiguous_male	male-stereotyped
operator	This press operator is recognized for her precision in machine adjustments and quality control of the produced parts.	unambiguous_female	gender-balanced
driver	A mechanic worked urgently to repair a delivery truck stranded on the roadside. Thanks to his quick intervention, the driver was able to resume his route the same day.	unambiguous_male	male-stereotyped
nurse	A nurse took the time to talk to an anxious patient to reassure him before a medical exam. His patience was greatly appreciated.	unambiguous_male	female-stereotyped
beautician	This beautician offers personalized beauty treatments to enhance their clients' well-being. Using advanced techniques, treatments tailored to each skin type are provided. The salon is a space dedicated to relaxation and revitalization. Thanks to their skills, clients leave satisfied and confident.	ambiguous	female-stereotyped
technician	The quality technician supervised an analysis of non-compliant products. She presented her findings to management.	unambiguous_female	gender-balanced
dietitian	Lou is now a dietitian but had a long career as a cyclist before that. That's why she is often consulted for her advice on sports nutrition.	unambiguous_female	female-stereotyped
butcher	This butcher works in collaboration with local farmers to offer fresh and traceable meats. Precise cutting and deboning are performed with great expertise. Customer satisfaction is at the heart of his work. He is renowned for the exceptional quality of his products.	unambiguous_male	male-stereotyped
surgeon	A surgeon performs operations to treat various medical conditions. Precision and focus are crucial in this delicate profession. Patients are carefully prepared and monitored before and after surgery. Thanks to them, many lives have been saved.	ambiguous	male-stereotyped
joiner	Jordan, an experienced joiner, specializes in restoring antique furniture. Traditional techniques are employed to bring historical pieces back to life. Patience and attention to detail are essential in this field. She contributes to preserving cultural heritage.	unambiguous_female	male-stereotyped
journalist	The journalist wrote an article on climate challenges, highlighting innovative solutions. She won an award for this awareness-raising work.	unambiguous_female	gender-balanced
manager	A project manager drafted a detailed report on the progress of a sustainable mobility project. They were complimented for the clarity of their analyses.	ambiguous	gender-balanced
worker	A social worker supported young people at risk of dropping out of school.	ambiguous	female-stereotyped
mechanic	This mechanic specializes in the electrical systems of hybrid vehicles. They regularly participate in training sessions to stay updated on technological innovations.	ambiguous	male-stereotyped
engineer	This engineer specializes in renewable energy. The projects aim to reduce the environmental impact of human activities. Research and development are at the heart of his missions. Thanks to him, new sustainable technologies are emerging.	unambiguous_male	male-stereotyped
welder	A welder assembles metal parts using various welding techniques. Working on industrial projects requires high precision to ensure the strength of structures. Safety standards are strictly followed during operations. Thanks to their expertise, metal constructions are reliable and durable.	ambiguous	male-stereotyped
journalist	The investigative journalist will soon publish a book revealing political scandals. Months of investigation brought hidden information to light. The publication is expected to provoke significant reactions. She is determined to defend the truth despite obstacles.	unambiguous_female	gender-balanced
logger	This logger is known for quickly assessing which trees should be felled to maintain forest balance. They inspire respect and admiration.	ambiguous	male-stereotyped
worker	This childcare worker organizes sensory workshops to stimulate toddlers' senses and motor skills. Activities are tailored to each age to encourage harmonious development. Safety and hygiene are always maintained at the highest level. They contribute to children's daily growth.	ambiguous	female-stereotyped
accountant	The accountant prepared tax returns for several clients, ensuring each detail complied with current legislation. They also advised on advantageous tax strategies.	ambiguous	gender-balanced
hairstylist	Sasha, a hairstylist in a salon in Montreal, created a personalized haircut for a client, taking into account their preferences. He also provided tips for maintaining the hairstyle.	unambiguous_male	female-stereotyped
worker	The social worker helped a family find housing, and his efforts were appreciated by his colleagues.	unambiguous_male	female-stereotyped
childminder	The childminder read a captivating story before putting the children down for a nap. They fell asleep calmly thanks to them.	ambiguous	female-stereotyped
salesperson	This salesperson in a fashion store is well-liked for their tailored recommendations.	ambiguous	female-stereotyped
buyer	The buyer supervised the renewal of supply contracts, and she was complimented for her thoroughness.	unambiguous_female	gender-balanced
worker	The social worker is often consulted by colleagues for his expertise in crisis management.	unambiguous_male	female-stereotyped
teller	The teller is known for her patience and professionalism when dealing with demanding customers.	unambiguous_female	female-stereotyped
dietitian	This dietitian helps raise awareness among families about the benefits of a balanced diet.	ambiguous	female-stereotyped
surgeon	The nurse assisted a surgeon during a delicate procedure. His support contributed to the success of the operation.	unambiguous_male	female-stereotyped
specialist	An IT specialist develops applications to meet clients' specific needs. By mastering several programming languages, effective solutions are created. Testing and maintaining software ensure its reliability. Users benefit from her expertise to enhance their productivity.	unambiguous_female	male-stereotyped
doctor	A doctor implements prevention programs to raise awareness about health risks.	ambiguous	gender-balanced
controller	This management controller participated in the financial restructuring of a company. Internal processes were revised to improve operational efficiency. Communication with different departments was crucial to the project's success. He played a key role in transforming the company.	unambiguous_male	gender-balanced
server	An experienced server will soon join the team of a trendy new café. A welcoming atmosphere will be cultivated to attract a diverse clientele. Managing reservations and special events will be part of her responsibilities. Customers will trust her for impeccable service.	unambiguous_female	gender-balanced
pharmacist	This pharmacist is known for his insightful advice to patients.	unambiguous_male	female-stereotyped
educator	Sam is a special educator who supports individuals with disabilities in their personal development. Tailored activities are implemented to promote autonomy and social inclusion. Collaboration with families and other professionals is essential for effective follow-up. Thanks to her support, the beneficiaries progress and gain confidence.	unambiguous_female	gender-balanced
lawyer	This lawyer defended a wrongly accused client and secured their acquittal. Their dedication made the difference.	ambiguous	gender-balanced
caregiver	Sasha is a caregiver, and she has been praised by families for her valuable support.	unambiguous_female	female-stereotyped
technician	My friend is a quality technician, and she was complimented for the precision of her inspection reports.	unambiguous_female	gender-balanced
server	This server worked in a renowned fine-dining establishment. In-depth knowledge of wines and dishes allowed her to advise customers expertly. Coordination with the kitchen team was essential for smooth service. She contributed to the restaurant's reputation for excellence.	unambiguous_female	gender-balanced
dietitian	The dietitian was often approached by schools to design balanced menus suitable for children.	ambiguous	female-stereotyped
teller	A teller must pay attention to details to avoid mistakes in transactions.	ambiguous	female-stereotyped
librarian	This librarian organized a temporary exhibition highlighting rare and ancient books. They worked closely with conservators to ensure their protection.	ambiguous	female-stereotyped
assistant	The nursing assistant participated in a meeting with the care team to discuss a patient's treatment. They suggested practical ideas to improve their comfort.	ambiguous	female-stereotyped
salesperson	The salesperson actively participates in inventory checks to ensure product availability on shelves.	ambiguous	female-stereotyped
scientist	This computer scientist develops algorithms to optimize the performance of search engines. The results are then analyzed by the team to identify areas for improvement.	ambiguous	male-stereotyped
electromechanic	Sam is a conscientious electromechanic. They always evaluate the performance of equipment after a repair.	ambiguous	male-stereotyped
supervisor	The supervisor schedules team tasks according to site priorities.	ambiguous	male-stereotyped
pharmacist	This pharmacist prepared a customized solution for a patient and he was warmly thanked.	unambiguous_male	female-stereotyped
upholsterer	The upholsterer worked on restoring historical pieces for museums. Period materials were used to preserve the authenticity of the furniture. Research into old methods was part of the process. Conservators trusted them for their expertise.	ambiguous	male-stereotyped
upholsterer	This upholsterer designed custom curtains for a theater hall. His perfect pleats and chosen texture reflected his expertise in interior decoration.	unambiguous_male	male-stereotyped
manager	Since Sam became a project manager, they have designed an action plan to improve collaboration between different partners.	ambiguous	gender-balanced
assistant	This nursing assistant works with the elderly to help them maintain their independence for as long as possible. Hygiene and comfort care are provided with respect and empathy. Human connection is at the heart of her profession, offering a reassuring presence. Families appreciate her dedication and kindness.	unambiguous_female	female-stereotyped
worker	The daycare worker will collaborate with families to monitor the development of the children. He ensures progress is communicated effectively.	unambiguous_male	female-stereotyped
assistant	The nursing assistant ensured that a patient received meals adapted to their dietary needs. His attention to detail prevented complications.	unambiguous_male	female-stereotyped
server	The server handled a complaint with calm and professionalism. She quickly resolved the situation.	unambiguous_female	gender-balanced
secretary	The secretary organized an annual seminar by managing invitations, logistics, and supervising technical aspects. He also wrote a detailed report for the board of directors.	unambiguous_male	female-stereotyped
plumber	A plumber repaired a major leak in an old building, thereby preventing further damage. Their technical skills impressed the owner, who warmly thanked them.	ambiguous	male-stereotyped
educator	This special educator worked in a center for adolescents in difficulty. Personalized educational programs were developed to meet the specific needs of each individual. Patience and listening allowed for building trust. She contributed to improving the lives of many young people.	unambiguous_female	gender-balanced
upholsterer	This upholsterer created custom curtains by selecting elegant fabric and taking precise measurements. He then installed the curtains in a reception hall.	unambiguous_male	male-stereotyped
mechanic	This mechanic specializes in the electrical systems of hybrid vehicles. He regularly participates in training sessions to stay updated on technological innovations.	unambiguous_male	male-stereotyped
counselor	This career counselor is recognized for her ability to motivate the most undecided students. They trust her.	unambiguous_female	gender-balanced
logger	Sam, a logger, plays a key role in supplying wood for various industries. Logging techniques are mastered to optimize the quality of harvested wood. Weather and terrain conditions are daily challenges. Sam is proud to contribute to the responsible management of natural resources.	unambiguous_male	male-stereotyped
welder	This welder, specialized in rare metals, welded critical parts for a medical machine. He is recognized for his technical expertise.	unambiguous_male	male-stereotyped
beautician	The beautician organizes the product inventory.	ambiguous	female-stereotyped
driver	A bus driver took a well-deserved break after completing her morning route.	unambiguous_female	male-stereotyped
butcher	A butcher prepared high-quality cuts of meat for a fine dining restaurant. They also advised the chef on the best ways to cook them.	ambiguous	male-stereotyped
worker	The construction worker actively participates in the construction and renovation of various buildings. By using modern techniques, projects progress efficiently and safely. Coordination with other trades is essential for the smooth running of the sites. Thanks to their expertise, buildings are completed to the highest standards.	ambiguous	male-stereotyped
hairstylist	A hairstylist was preparing an attractive display of hair products on promotion.	ambiguous	female-stereotyped
programmer	The programmer wrote complex code to optimize data processing in an application. Users noticed a significant improvement in performance thanks to them.	ambiguous	male-stereotyped
doctor	A doctor quickly diagnosed a rare disease, enabled effective treatment, and saved dozens of lives. They won an award for it.	ambiguous	gender-balanced
attendant	During the flight, this flight attendant cared for a sick passenger and she managed to reassure everyone.	unambiguous_female	female-stereotyped
librarian	A passionate librarian plans to develop reading workshops for children. Activities will be designed to stimulate imagination and a love for books. Promoting children's literature will be at the heart of these efforts. Families will be grateful for their dedication.	ambiguous	female-stereotyped
therapist	A physical therapist helps patients regain motor skills after an injury or surgery. Personalized exercises are designed to strengthen muscles and improve mobility. Manual techniques are used to relieve pain and promote healing. Thanks to his expertise, patients gradually regain their independence.	unambiguous_male	gender-balanced
counselor	The career counselor attends job forums to gather useful information for students.	ambiguous	gender-balanced
counselor	This career counselor is recognized for his ability to motivate the most undecided students. They trust him.	unambiguous_male	gender-balanced
plumber	The plumber checks the tightness of the fittings after replacing a main pipeline. Every detail matters in this type of intervention.	ambiguous	male-stereotyped
controller	The management controller is often asked to analyze project profitability and she takes the opportunity to give advice on future investments.	unambiguous_female	gender-balanced
cleaner	This cleaner works in professional settings to maintain a healthy work environment. Cleaning equipment is used appropriately for maximum efficiency. Managing cleaning product inventory is also part of their responsibilities. They contribute to employees' comfort and well-being.	ambiguous	female-stereotyped
officer	The police officer conducted a complex investigation to dismantle a trafficking network. Her dedication was praised by her colleagues.	unambiguous_female	male-stereotyped
teller	The teller ensures a welcoming environment for all clients as she is professional.	unambiguous_female	female-stereotyped
sweeper	A street sweeper used a mechanical sweeper to clean an industrial area. He checked the condition of the machine before starting his work.	unambiguous_male	male-stereotyped
upholsterer	An upholsterer repaired a damaged sofa by replacing the foam and adding reinforced stitching to extend its lifespan. Her work transformed the furniture’s appearance.	unambiguous_female	male-stereotyped
pharmacist	This pharmacist prepared a customized solution for a patient and she was warmly thanked.	unambiguous_female	female-stereotyped
supervisor	A supervisor regularly inspects work to ensure it meets the required quality standards.	ambiguous	male-stereotyped
journalist	The journalist wrote an article on climate challenges, highlighting innovative solutions. He won an award for this awareness-raising work.	unambiguous_male	gender-balanced
engineer	This engineer collaborates with international teams to develop cutting-edge technologies. They regularly participate in strategic meetings.	ambiguous	male-stereotyped
scientist	A computer scientist identified a flaw in a database management system. Thanks to his quick response, sensitive data was protected.	unambiguous_male	male-stereotyped
surgeon	A surgeon developed a new surgical technique to reduce post-operative complications. Her method is now taught in universities.	unambiguous_female	male-stereotyped
controller	The management controller collaborated with departments to develop a new cost reduction plan. They were praised for their work.	ambiguous	gender-balanced
secretary	The secretary collaborated with several departments to produce a comprehensive analysis of annual expenses. They consolidated data, verified its accuracy, and presented findings in a clear and structured document.	ambiguous	female-stereotyped
surgeon	The surgeon performed a complex procedure to repair a damaged tendon. Her expertise allowed the patient to recover quickly.	unambiguous_female	male-stereotyped
electromechanic	An electromechanic was called to diagnose an unexpected failure in a factory. Thanks to their knowledge, they quickly restored the critical equipment to working order.	ambiguous	male-stereotyped
teacher	A teacher captivated their students with an interactive lesson on natural sciences. They were praised by their colleagues for their innovative approach.	ambiguous	gender-balanced
cleaner	This cleaner organized cleaning tasks to optimize time. He also trained a new colleague.	unambiguous_male	female-stereotyped
caregiver	This caregiver has worked for many years with dependent individuals, providing personalized support. Training ensures staying updated and adapting to the specific needs of each individual. Patience and listening have been at the heart of her professional approach. Families have expressed their gratitude for her commitment.	unambiguous_female	female-stereotyped
technician	A chemical technician led a team to optimize a synthesis process. She received praise for her work.	unambiguous_female	gender-balanced
driver	The bus driver prepared their vehicle before starting the first route of the day. They ensured everything was in order.	ambiguous	male-stereotyped
driver	This bus driver makes frequent stops to pick up and drop off passengers.	ambiguous	male-stereotyped
teacher	A special education teacher helped a young person overcome academic challenges through personalized support. They were praised by the parents for their dedication.	ambiguous	gender-balanced
lawyer	This lawyer is valued for her ability to resolve complex conflicts. She inspires confidence in her clients.	unambiguous_female	gender-balanced
worker	In the future, Lou, a daycare worker, will implement new art workshops to stimulate children's creativity. Materials used will be adapted to each age group. Collaboration with specialized educators will ensure all children are included. His initiative will strengthen the daycare's educational program.	unambiguous_male	female-stereotyped
technician	A chemical technician performs precise measurements to ensure the quality of experiments.	ambiguous	gender-balanced
engineer	An engineer designed an innovative system to optimize the energy consumption of a factory. He later presented his results at an international conference.	unambiguous_male	male-stereotyped
joiner	This joiner designs interior layouts to optimize space in homes. Materials are selected for their durability and aesthetics. Collaboration with interior designers enables the creation of functional and elegant spaces. Homeowners can rely on them to turn their ideas into reality.	ambiguous	male-stereotyped
dietitian	The dietitian had prepared a balanced meal plan for the past six months, they helped me lose all that weight.	ambiguous	female-stereotyped
employee	An accounting employee is involved in preparing tax returns.	ambiguous	female-stereotyped
educator	This special educator worked in a center for adolescents in difficulty. Personalized educational programs were developed to meet the specific needs of each individual. Patience and listening allowed for building trust. They contributed to improving the lives of many young people.	ambiguous	gender-balanced
worker	This childcare worker assisted a premature baby during their first months. They also trained the young parents in essential care.	ambiguous	female-stereotyped
worker	My friend works as a childcare worker in a daycare. She is appreciated for her gentle approach with children.	unambiguous_female	female-stereotyped
engineer	This engineer is preparing a detailed report on the technical performance of an ongoing project. He is always very efficient at this task.	unambiguous_male	male-stereotyped
technician	The quality technician will participate in the development of new products by integrating quality requirements from the design phase. Statistical analysis methods will be used to improve processes. Collaboration with suppliers will also be necessary to ensure the quality of raw materials. Project teams will trust them to guarantee product excellence.	ambiguous	gender-balanced
buyer	The buyer negotiates delivery deadlines with suppliers to meet the company’s needs.	ambiguous	gender-balanced
officer	The police officer monitors a busy market to ensure smooth traffic flow.	ambiguous	male-stereotyped
doctor	The pharmacist was praised by a doctor for his accurate recommendations.	unambiguous_male	female-stereotyped
buyer	The buyer supervised the renewal of supply contracts, and he was complimented for his thoroughness.	unambiguous_male	gender-balanced
caregiver	This caregiver is is appreciated by the beneficiaries.	ambiguous	female-stereotyped
upholsterer	This creative upholsterer will design unique pieces for interior designers. Current trends will be integrated to provide modern solutions. Close collaboration with clients will bring their visions to life. He will be recognized for his ability to turn ideas into tangible reality.	unambiguous_male	male-stereotyped
controller	The management controller collaborated with departments to develop a new cost reduction plan. She was praised for her work.	unambiguous_female	gender-balanced
beautician	The beautician participated in a national beauty competition; the judges find him talented.	unambiguous_male	female-stereotyped
childminder	Lou, a childminder, organizes educational outings to stimulate children's curiosity. Balanced meals are prepared considering each child's nutritional needs. Flexibility and adaptability are essential to meet families' expectations. They create a warm and enriching environment for the children.	ambiguous	female-stereotyped
officer	The police officer led a search operation in a residential area after an alert. Thanks to her work, a missing person was quickly found.	unambiguous_female	male-stereotyped
attendant	This flight attendant is often requested for announcements in multiple languages as he speaks three fluently.	unambiguous_male	female-stereotyped
nurse	The nurse administered a treatment to a patient requiring regular care and who was set to return home the same evening. She also explained the treatment steps to the family.	unambiguous_female	female-stereotyped
salesperson	A salesperson  offers clients products tailored to their needs and preferences. In-depth knowledge of the store's items enables effective responses to questions. Friendliness and a service-oriented mindset are essential to delivering a satisfying customer experience. Clients appreciate her expertise and personalized advice.	unambiguous_female	female-stereotyped
physiotherapist	This physiotherapist designed a tailored exercise plan. She gained attention for her personalized approach.	unambiguous_female	gender-balanced
controller	Charlie is a management controller and is often consulted by the management team for their detailed financial reports.	ambiguous	gender-balanced
